x;y;Latitude;Longitude;Street;
02.09.2004;32,21;;;;
03.09.2004;32,21;;;;
04.09.2004;32,21;;;;
05.09.2004;32,21;;;;
06.09.2004;32,21;;;;
07.09.2004;32,21;;;;
08.09.2004;32,21;;;;
09.09.2004;32,21;;;;
10.09.2004;32,21;;;;
11.09.2004;32,21;;;;
12.09.2004;32,21;;;;
13.09.2004;32,21;;;;
14.09.2004;32,21;;;;
15.09.2004;32,2;;;;
16.09.2004;32,2;;;;
17.09.2004;32,2;;;;
18.09.2004;32,2;;;;
19.09.2004;32,2;;;;
20.09.2004;32,2;;;;
21.09.2004;32,2;;;;
22.09.2004;32,2;;;;
23.09.2004;32,2;;;;
24.09.2004;32,2;;;;
25.09.2004;32,2;;;;
26.09.2004;32,2;;;;
27.09.2004;32,19;;;;
28.09.2004;32,19;;;;
29.09.2004;32,19;;;;
30.09.2004;32,19;;;;
01.10.2004;32,19;;;;
02.10.2004;32,19;;;;
03.10.2004;32,19;;;;
04.10.2004;32,19;;;;
05.10.2004;32,19;;;;
06.10.2004;32,19;;;;
07.10.2004;32,19;;;;
08.10.2004;32,19;;;;
09.10.2004;32,19;;;;
10.10.2004;32,19;;;;
11.10.2004;32,19;;;;
12.10.2004;32,19;;;;
13.10.2004;32,18;;;;
14.10.2004;32,19;;;;
15.10.2004;32,18;;;;
16.10.2004;32,18;;;;
17.10.2004;32,18;;;;
18.10.2004;32,18;;;;
19.10.2004;32,18;;;;
20.10.2004;32,18;;;;
21.10.2004;32,18;;;;
22.10.2004;32,18;;;;
23.10.2004;32,18;;;;
24.10.2004;32,18;;;;
25.10.2004;32,18;;;;
26.10.2004;32,18;;;;
27.10.2004;32,18;;;;
28.10.2004;32,17;;;;
29.10.2004;32,17;;;;
30.10.2004;32,17;;;;
31.10.2004;32,17;;;;
01.11.2004;32,17;;;;
02.11.2004;32,17;;;;
03.11.2004;32,17;;;;
04.11.2004;32,17;;;;
05.11.2004;32,17;;;;
06.11.2004;32,16;;;;
07.11.2004;32,16;;;;
08.11.2004;32,16;;;;
09.11.2004;32,16;;;;
10.11.2004;32,16;;;;
11.11.2004;32,16;;;;
12.11.2004;32,16;;;;
13.11.2004;32,16;;;;
14.11.2004;32,16;;;;
15.11.2004;32,16;;;;
16.11.2004;32,16;;;;
17.11.2004;32,15;;;;
18.11.2004;32,16;;;;
19.11.2004;32,16;;;;
20.11.2004;32,16;;;;
21.11.2004;32,16;;;;
22.11.2004;32,17;;;;
23.11.2004;32,17;;;;
24.11.2004;32,17;;;;
25.11.2004;32,18;;;;
26.11.2004;32,18;;;;
27.11.2004;32,18;;;;
28.11.2004;32,19;;;;
29.11.2004;32,19;;;;
30.11.2004;32,19;;;;
01.12.2004;32,19;;;;
02.12.2004;32,2;;;;
03.12.2004;32,2;;;;
04.12.2004;32,2;;;;
05.12.2004;32,2;;;;
06.12.2004;32,2;;;;
07.12.2004;32,2;;;;
08.12.2004;32,21;;;;
09.12.2004;32,21;;;;
10.12.2004;32,21;;;;
11.12.2004;32,21;;;;
12.12.2004;32,21;;;;
13.12.2004;32,21;;;;
14.12.2004;32,21;;;;
15.12.2004;32,21;;;;
16.12.2004;32,21;;;;
17.12.2004;32,22;;;;
18.12.2004;32,21;;;;
19.12.2004;32,22;;;;
20.12.2004;32,21;;;;
21.12.2004;32,21;;;;
22.12.2004;32,21;;;;
23.12.2004;32,21;;;;
24.12.2004;32,21;;;;
25.12.2004;32,21;;;;
26.12.2004;32,21;;;;
27.12.2004;32,21;;;;
28.12.2004;32,21;;;;
29.12.2004;32,21;;;;
30.12.2004;32,2;;;;
31.12.2004;32,21;;;;
01.01.2005;32,2;;;;
02.01.2005;32,21;;;;
03.01.2005;32,2;;;;
04.01.2005;32,2;;;;
05.01.2005;32,2;;;;
06.01.2005;32,2;;;;
07.01.2005;32,2;;;;
08.01.2005;32,2;;;;
09.01.2005;32,2;;;;
10.01.2005;32,2;;;;
11.01.2005;32,2;;;;
12.01.2005;32,2;;;;
13.01.2005;32,2;;;;
14.01.2005;32,2;;;;
15.01.2005;32,2;;;;
16.01.2005;32,2;;;;
17.01.2005;32,2;;;;
18.01.2005;32,2;;;;
19.01.2005;32,2;;;;
20.01.2005;32,2;;;;
21.01.2005;32,2;;;;
22.01.2005;32,2;;;;
23.01.2005;32,2;;;;
24.01.2005;32,21;;;;
25.01.2005;32,21;;;;
26.01.2005;32,21;;;;
27.01.2005;32,21;;;;
28.01.2005;32,21;;;;
29.01.2005;32,21;;;;
30.01.2005;32,22;;;;
31.01.2005;32,22;;;;
01.02.2005;32,22;;;;
02.02.2005;32,22;;;;
03.02.2005;32,22;;;;
04.02.2005;32,23;;;;
05.02.2005;32,23;;;;
06.02.2005;32,23;;;;
07.02.2005;32,23;;;;
08.02.2005;32,23;;;;
09.02.2005;32,24;;;;
10.02.2005;32,24;;;;
11.02.2005;32,24;;;;
12.02.2005;32,24;;;;
13.02.2005;32,25;;;;
14.02.2005;32,25;;;;
15.02.2005;32,25;;;;
16.02.2005;32,25;;;;
17.02.2005;32,26;;;;
18.02.2005;32,26;;;;
19.02.2005;32,27;;;;
20.02.2005;32,27;;;;
21.02.2005;32,27;;;;
22.02.2005;32,28;;;;
23.02.2005;32,28;;;;
24.02.2005;32,29;;;;
25.02.2005;32,29;;;;
26.02.2005;32,29;;;;
27.02.2005;32,3;;;;
28.02.2005;32,3;;;;
01.03.2005;32,31;;;;
02.03.2005;32,31;;;;
